	BQYCK1	BQYCK2	BQYCK3	BQYCK4	BQYCK5	BQYCK6	BQYCK7	BQYCK8	BQYCK9	BQYNPK1	BQYNPK2	BQYNPK3	BQYNPK4	BQYNPK5	BQYNPK6	BQYNPK7	BQYNPK8	BQYNPK9	BQYNPKM1	BQYNPKM2	BQYNPKM3	BQYNPKM4	BQYNPKM5	BQYNPKM6	BQYNPKM7	BQYNPKM8	BQYNPKM9	BYCCK1	BYCCK2	BYCCK3	BYCCK4	BYCCK5	BYCCK6	BYCCK7	BYCCK8	BYCCK9	BYCNPK1	BYCNPK2	BYCNPK3	BYCNPK4	BYCNPK5	BYCNPK6	BYCNPK7	BYCNPK8	BYCNPK9	BYCNPKM1	BYCNPKM2	BYCNPKM3	BYCNPKM4	BYCNPKM5	BYCNPKM6	BYCNPKM7	BYCNPKM8	BYCNPKM9	BYYCK1	BYYCK2	BYYCK3	BYYCK4	BYYCK5	BYYCK6	BYYCK7	BYYCK8	BYYCK9	BYYNPK1	BYYNPK2	BYYNPK3	BYYNPK4	BYYNPK5	BYYNPK6	BYYNPK7	BYYNPK8	BYYNPK9	BYYNPKM1	BYYNPKM2	BYYNPKM3	BYYNPKM4	BYYNPKM5	BYYNPKM6	BYYNPKM7	BYYNPKM8	BYYNPKM9	BCCCK1	BCCCK2	BCCCK3	BCCNPK1	BCCNPK2	BCCNPK3	BCCNPKM1	BCCNPKM2	BCCNPKM3	BJX20CK1	BJX20CK2	BJX20CK3	BJX20CK4	BJX20CK5	BJX20CK6	BJX20CK7	BJX20CK8	BJX20CK9	BJX20NPK1	BJX20NPK2	BJX20NPK3	BJX20NPK4	BJX20NPK5	BJX20NPK6	BJX20NPK7	BJX20NPK8	BJX20NPK9	BJX20NPKM1	BJX20NPKM2	BJX20NPKM3	BJX20NPKM4	BJX20NPKM5	BJX20NPKM6	BJX20NPKM7	BJX20NPKM8	BJX20NPKM9	BHL20CK1	BHL20CK2	BHL20CK3	BHL20NPK1	BHL20NPK2	BHL20NPK3	BHL20NPKM1	BHL20NPKM2	BHL20NPKM3	RQYCK1	RQYCK2	RQYCK3	RQYCK4	RQYCK5	RQYCK6	RQYCK7	RQYCK8	RQYCK9	RQYNPK1	RQYNPK2	RQYNPK3	RQYNPK4	RQYNPK5	RQYNPK6	RQYNPK7	RQYNPK8	RQYNPK9	RQYNPKM1	RQYNPKM2	RQYNPKM3	RQYNPKM4	RQYNPKM5	RQYNPKM6	RQYNPKM7	RQYNPKM8	RQYNPKM9	RYCCK1	RYCCK2	RYCCK3	RYCCK4	RYCCK5	RYCCK6	RYCCK7	RYCCK8	RYCCK9	RYCNPK1	RYCNPK2	RYCNPK3	RYCNPK4	RYCNPK5	RYCNPK6	RYCNPK7	RYCNPK8	RYCNPK9	RYCNPKM1	RYCNPKM2	RYCNPKM3	RYCNPKM4	RYCNPKM5	RYCNPKM6	RYCNPKM7	RYCNPKM8	RYCNPKM9	RYYCK2	RYYCK3	RYYCK4	RYYCK5	RYYCK6	RYYCK7	RYYCK8	RYYCK9	RYYNPK1	RYYNPK2	RYYNPK3	RYYNPK4	RYYNPK5	RYYNPK6	RYYNPK7	RYYNPK8	RYYNPK9	RYYNPKM1	RYYNPKM2	RYYNPKM3	RYYNPKM4	RYYNPKM5	RYYNPKM6	RYYNPKM7	RYYNPKM8	RYYNPKM9	RCCSCK1	RCCSCK2	RCCSCK3	RCCSNPK1	RCCSNPK2	RCCSNPK3	RCCSNPKM1	RCCSNPKM2	RCCSNPKM3	RCCLCK1	RCCLCK2	RCCLCK3	RCCLNPK1	RCCLNPK2	RCCLNPK3	RCCLNPKM1	RCCLNPKM2	RCCLNPKM3	RJX20CK1	RJX20CK2	RJX20CK3	RJX20CK4	RJX20CK5	RJX20CK6	RJX20CK7	RJX20CK8	RJX20CK9	RJX20NPK1	RJX20NPK2	RJX20NPK3	RJX20NPK4	RJX20NPK5	RJX20NPK6	RJX20NPK7	RJX20NPK8	RJX20NPK9	RJX20NPKM1	RJX20NPKM2	RJX20NPKM3	RJX20NPKM4	RJX20NPKM5	RJX20NPKM8	RJX20NPKM9	RHL20SCK1	RHL20SCK2	RHL20SCK3	RHL20SNPK1	RHL20SNPK2	RHL20SNPK3	RHL20SNPKM1	RHL20SNPKM2	RHL20SNPKM3	RHL20LCK1	RHL20LCK2	RHL20LCK3	RHL20LNPK1	RHL20LNPK2	RHL20LNPK3	RHL20LNPKM1	RHL20LNPKM2	RHL20LNPKM3
OTU_704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_705	2	1	2	0	1	0	0	0	1	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	4	8	7	1	6	5	1	5	2	5	20	9	6	3	7	10	4	3	0	1	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	7	1	1	2	4	3	3	0	4	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	9	16	17	9	10	12	7	14	7	14	11	19	10	16	5	17	6	7	2	1	2	7	1	0	2	0	0	0	0	0	1	0	1	0	2	0	3	0	1	0	0	0	0
OTU_7054	2	0	1	2	0	4	2	4	0	2	0	0	0	0	0	0	0	0	3	0	2	2	1	1	1	3	2	12	10	5	9	4	10	11	9	10	9	4	11	6	5	4	10	19	4	6	6	7	11	16	12	9	14	6	9	5	5	10	11	4	4	6	3	7	9	6	6	4	5	8	3	11	6	7	6	9	7	6	15	9	3	3	3	4	1	5	7	1	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	1	2	1	2	4	1	2	0	2	1	2	2	4	1	3	1	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	12	11	1	6	6	8	7	8	10	8	5	5	5	3	3	4	11	1	4	10	11	8	8	8	6	12	15	2	6	4	2	2	2	8	6	10	8	9	7	4	2	6	2	2	2	7	9	5	4	10	8	7	4	8	2	3	1	0	1	2	3	1	3	4	0	1	6	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	1	1	2	3	2	0	0	0	7	3	4	2	1	2	2	1	0	2
OTU_7059	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	1	2	2	1	0	2	1	0	2	2	1	1	4	2	0	0	0	1	0	0	0	1	0	1	2	0	2	1	0	1	1	0	0	1	1	0	3	1	0	0	1	0	0	0	2	3	2	2	4	1	2	0	1	1	3	2	7	3	3	5	2	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	1	3	2	0	1	3	1	0	1	1	1	1	2	0	1	2	1	1	0	1	2	2	1	2	3	2	0	0	0	3	0	1	0	0	0	0	1	1	2	0	1	0	3	4	5	1	0	3	2	1	0	1	1	2	0	7	0	1	2	8	6	3	4	4	5	4	1	1	3	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	0	4	1	2	1	0	1	0	1	0	1	2
OTU_706	0	2	0	0	1	3	2	0	2	26	67	53	98	57	120	248	131	248	2	5	2	1	1	1	0	0	4	2	1	3	3	6	4	2	3	1	0	5	5	4	4	2	0	0	8	5	7	3	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	11	11	6	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	1	0	9	36	33	47	30	72	40	102	25	0	3	3	2	3	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	9	3	6	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	4	0	0	0	0	1	2	2	1	2	1	8	7	5	3	2	5	22	5	4	1	0	0	19	3	0	1	5	2	2	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_7074	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	6	8	5	9	4	10	12	20	7	2	9	15	17	12	15	12	8	4	3	2	3	5	2	1	1	0	2	1	1	1	2	3	1	1	2	1	2	2	6	2	1	1	4	2	2	2	1	0	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	7	10	8	7	8	11	4	1	0	2	5	10	16	8	11	7	3	2	3	2	3	0	2	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	2	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_708	1	0	1	0	1	0	2	1	4	1	1	3	0	2	3	2	6	2	2	1	2	4	1	2	4	3	2	96	85	94	48	95	82	72	84	63	71	47	58	34	22	53	47	46	76	28	47	63	28	33	27	33	23	28	36	28	43	57	28	44	36	38	42	10	19	20	25	24	40	36	17	25	28	12	15	19	15	39	13	19	25	3	3	6	5	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	43	16	43	25	38	38	35	29	24	18	17	17	12	6	22	20	25	14	19	10	27	18	24	16	15	6	14	12	14	12	11	14	11	9	12	5	7	0	7	11	9	2	3	5	4	3	7	4	5	4	6	4	5	2	0	2	0	0	0	0	0	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_709	0	1	1	4	1	1	4	4	3	1	1	3	0	1	1	0	0	2	3	1	2	1	1	0	2	3	1	63	97	76	75	78	108	77	131	115	62	30	45	37	37	55	56	36	44	17	20	31	24	17	23	8	10	14	9	21	11	28	9	11	12	18	16	3	6	4	12	7	11	12	4	2	8	5	3	4	3	3	7	6	6	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	30	15	19	15	30	35	31	16	26	7	10	9	7	3	21	10	14	13	7	4	6	4	1	4	3	1	3	4	6	4	4	1	10	1	4	1	0	1	1	0	0	1	0	4	1	0	3	4	2	2	0	0	1	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_71	6	9	22	9	33	9	11	36	19	5	3	2	5	4	3	1	7	7	5	10	11	8	4	6	12	8	6	58	52	52	54	50	62	53	64	70	96	73	105	178	257	178	157	136	82	24	34	29	40	29	48	35	57	29	60	69	104	37	51	41	36	62	46	50	94	158	257	202	129	125	168	127	70	62	50	75	95	68	125	82	87	141	200	154	327	312	272	329	401	453	4	7	6	3	2	4	2	0	0	0	1	4	3	1	3	1	4	8	7	8	6	8	6	1	10	5	5	88	69	111	68	102	92	63	39	37	16	28	52	17	64	24	41	41	54	21	18	13	5	12	15	12	6	10	18	10	12	11	13	12	11	20	22	108	471	858	806	1101	707	750	598	542	532	661	1143	758	861	1735	976	483	939	576	313	463	227	563	340	174	201	248	321	298	194	234	152	276	264	230	713	935	1136	1105	823	1491	949	455	478	426	350	472	474	392	399	435	481	510	195	179	389	651	351	269	310	308	327	163	167	139	350	289	247	248	317	331	11	3	7	5	15	22	20	9	4	3	3	6	6	3	4	4	7	2	16	20	23	20	17	19	17	106	212	214	166	138	175	154	207	241	315	200	363	197	279	338	267	128	165
OTU_710	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	2	0	0	1	1	0	0	1	0	0	0	2	3	0	2	1	0	2	1	0	1	2	3	0	2	3	3	1	2	0	2	0	0	0	2	1	0	29	29	18	13	8	8	22	12	16	1	0	0	0	0	0	0	0	1	1	0	3	0	1	0	0	1	0	2	0	3	0	4	2	6	3	1	15	8	13	11	7	14	10	5	14	1	0	2	1	0	0	3	5	0	1	2	0	2	2	0	2	1	1	5	1	0	1	2	1	1	2	1	1	1	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	2	0	5	0	2	0	0	1	0	1	0	0	0	1	17	9	13	9	19	20	9	4	10	9	16	7	15	6	9	12	15	10	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	3	3	0	3	2	0	6	0	2	2	2	3	0	3	6	8	1	5	7	11	10	7	9	8
OTU_7100	1	0	2	5	1	3	1	4	1	5	2	1	0	1	0	0	0	2	11	17	21	9	17	18	14	20	26	0	3	3	0	0	3	1	1	0	2	1	0	3	0	1	0	2	0	2	3	1	0	1	1	1	1	0	3	0	0	1	0	1	1	0	4	4	0	4	1	1	2	4	0	0	2	2	5	1	1	2	3	1	2	0	3	3	5	4	2	6	8	7	0	3	4	2	1	3	2	0	2	1	1	4	3	1	1	4	1	3	9	17	22	22	27	23	23	23	17	3	2	8	4	4	7	8	14	6	0	1	2	1	2	3	1	2	2	1	0	2	0	1	1	0	2	1	5	11	17	13	9	13	11	12	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	3	1	1	3	0	2	0	1	1	4	3	3	5	4	6	1	4	2	1	1	2	0	4	2	0	0	2	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	6	7	7	10	8	7	12	1	0	4	3	0	2	3	7	6	0	1	4	2	3	0	3	3	1
OTU_711	9	14	6	25	9	9	2	130	9	2	2	4	2	3	0	0	6	2	133	161	122	80	63	122	170	162	94	24	31	22	30	30	40	24	23	25	30	19	39	44	24	45	35	25	42	25	32	35	24	14	24	13	5	12	9	17	10	8	7	8	8	13	24	3	7	11	13	7	15	13	20	15	22	11	16	8	11	14	14	5	14	31	46	31	48	52	32	20	39	24	6	5	3	4	0	5	0	3	2	2	4	3	3	1	1	4	5	4	76	28	41	50	62	54	23	85	22	48	78	64	50	55	25	39	47	20	7	22	8	24	2	10	13	69	6	5	8	3	4	5	3	9	2	6	31	93	41	97	66	59	96	168	54	21	18	17	6	14	16	7	9	7	12	8	13	4	11	17	17	11	24	17	19	15	9	5	11	3	8	4	7	4	1	1	0	3	5	4	3	3	6	10	7	2	9	2	5	2	8	4	4	10	5	6	2	6	10	23	36	80	30	14	23	25	30	22	33	10	26	17	21	32	30	35	0	1	1	0	1	2	1	4	2	0	2	2	3	0	2	0	2	3	16	16	24	26	8	35	13	22	28	25	11	15	14	15	9	25	55	27	57	12	16	34	28	17	33
OTU_712	26	31	38	27	21	29	29	28	30	0	3	1	1	1	0	0	0	1	1	0	3	5	4	1	3	3	4	2	3	3	2	4	0	2	5	4	2	2	0	0	2	0	2	1	1	3	6	5	4	1	5	2	0	1	0	0	1	3	7	1	3	0	1	6	1	5	4	1	2	1	1	0	1	0	3	0	3	1	2	1	2	10	27	15	6	16	18	14	9	14	13	10	1	4	7	5	6	7	6	1	3	5	3	5	2	7	3	4	6	4	1	6	3	4	4	3	1	8	8	11	9	7	5	2	6	6	42	28	46	15	37	39	42	52	89	2	4	2	3	2	3	3	1	5	6	3	5	3	1	1	2	3	5	8	3	3	2	1	0	1	1	0	0	0	0	0	0	1	3	1	0	1	2	1	0	2	0	1	0	1	3	1	0	1	1	1	1	0	0	1	1	0	2	0	4	1	0	0	0	0	1	1	0	2	2	3	19	17	19	23	30	32	17	19	18	32	40	28	27	24	14	30	18	8	45	30	18	23	59	48	140	106	62	12	16	24	33	34	14	19	10	20	15	7	19	21	18	8	19	9	21	23	43	29	15	16	22	12	24	25	17	114	16	12	12	15	6
OTU_713	0	0	2	3	1	4	3	0	2	2	0	0	1	1	2	0	0	0	1	1	1	0	2	3	2	1	3	1	0	0	0	1	0	1	0	2	2	2	4	3	3	2	1	3	0	1	0	2	1	3	2	1	3	1	2	1	1	0	3	0	1	1	0	2	0	1	3	0	3	2	3	3	1	1	2	0	3	1	3	0	1	2	2	4	6	2	2	3	1	0	3	0	6	2	5	5	0	3	7	7	7	6	2	1	7	0	5	1	2	2	0	1	2	3	1	4	1	0	1	1	3	0	1	1	1	0	2	3	4	1	5	2	1	2	0	22	15	13	36	19	18	35	42	11	2	1	9	1	4	4	3	5	2	2	4	1	1	1	1	0	0	0	0	2	1	1	4	1	0	1	1	0	2	1	2	2	0	1	3	4	0	1	0	0	0	0	1	0	2	0	1	1	4	1	1	2	3	0	0	1	0	6	2	1	0	1	1	1	0	1	0	1	1	1	4	1	0	1	0	3	1	2	2	2	7	6	9	5	9	2	5	8	5	19	12	12	17	38	26	21	33	40	3	8	8	4	6	2	9	3	1	2	0	0	0	4	0	4	3	2	1	1	2	0	1	2	2
OTU_714	7	21	20	25	17	18	9	16	20	0	0	0	1	0	2	0	3	3	29	30	15	21	24	21	16	19	37	0	2	0	1	0	0	3	2	2	2	2	4	1	1	0	0	1	3	1	2	7	0	1	0	1	2	1	1	1	2	2	1	0	2	3	2	3	0	0	0	0	4	1	0	0	2	3	7	0	1	1	1	3	4	0	0	0	0	0	1	0	0	0	9	2	6	5	1	4	9	11	3	2	3	1	0	0	1	1	4	3	38	37	47	24	24	40	33	34	26	3	1	0	0	0	0	1	0	0	4	6	4	15	15	7	7	18	8	1	0	0	0	0	0	0	0	0	4	7	5	12	7	7	7	11	7	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	1	0	1	5	1	1	1	1	0	0	0	0	0	0	28	8	16	12	12	34	9	1	0	1	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0
OTU_7144	1	2	1	5	1	1	1	0	0	0	0	0	1	1	1	1	0	0	4	10	7	9	9	20	8	7	15	14	10	10	6	13	8	8	8	8	9	5	11	19	11	9	9	7	6	7	10	10	17	21	19	12	15	15	2	2	2	23	20	10	6	8	8	4	4	1	0	3	2	3	3	2	2	4	1	5	3	4	2	4	1	15	9	9	18	4	2	4	22	1	1	1	25	4	0	2	1	3	2	1	0	1	0	1	0	0	1	1	14	10	14	11	23	19	2	12	11	3	4	2	3	5	0	1	2	1	0	1	0	2	0	0	0	3	1	2	2	0	0	0	0	0	1	0	1	0	2	1	2	2	2	0	0	3	3	1	3	2	0	5	1	0	0	3	0	1	3	3	0	1	0	2	2	3	1	3	2	6	4	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_715	0	0	0	0	2	2	0	0	2	18	13	4	6	5	11	4	11	14	1	1	2	1	0	3	0	3	2	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	6	11	6	5	1	2	3	1	1	1	0	1	1	0	0	3	4	2	1	2	0	0	0	8	1	1	5	2	4	2	3	2	3	7	5	12	10	13	26	11	21	17	1	0	2	0	0	2	0	2	4	5	4	7	21	8	2	8	20	5	3	2	0	0	3	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	7	8	1	1	2	2	0	5	5	0	4	3	6	5	4	0	1	1	4	1	1	0	1	1	2	0	2	4	1	0	1	1	7	4	6	4	0	3	6	6	7	18	50	36	25	19	36	10	6	3	20	31	26	22	11	24
OTU_7157	4	1	2	1	2	2	1	1	3	0	1	1	1	1	0	0	1	0	1	3	6	3	1	4	2	5	5	14	8	15	11	6	9	4	12	5	10	5	6	18	16	23	17	17	5	6	1	4	3	7	4	7	6	9	2	3	3	10	7	14	9	4	9	6	13	11	21	14	13	11	6	21	1	5	0	3	1	7	2	2	4	10	6	6	13	10	8	11	14	7	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	3	0	2	1	8	5	4	0	3	1	3	1	4	8	8	5	0	7	3	4	4	4	1	0	2	1	0	0	1	0	0	9	6	11	9	3	13	8	7	12	19	10	14	14	14	13	18	16	15	17	12	12	14	13	25	13	26	22	6	9	22	8	23	9	9	5	5	3	5	9	8	17	12	19	14	18	20	8	15	17	15	9	18	18	5	2	5	5	5	5	2	0	7	15	21	23	21	13	9	10	7	8	12	12	6	6	8	14	11	22	5	0	2	1	0	4	0	0	0	1	0	0	0	2	0	0	0	0	1	1	8	3	3	3	6	8	1	5	5	0	1	0	1	5	1	3	2	3	0	3	8	0	2	10
OTU_716	0	2	1	0	0	2	0	1	1	1	0	2	2	1	0	1	2	2	2	1	1	1	0	0	2	1	2	15	9	11	24	17	26	12	6	4	20	29	23	35	30	27	29	25	17	26	28	29	23	21	19	20	40	14	15	13	26	39	39	23	18	15	27	19	22	23	14	11	11	14	8	13	12	16	14	15	16	17	13	15	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	10	6	8	10	17	12	6	4	5	5	7	7	11	5	9	2	19	5	13	2	19	11	7	4	21	8	10	11	5	5	2	3	2	2	5	2	8	2	3	7	7	2	3	8	4	4	11	5	7	2	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7160	6	5	9	1	5	4	13	8	6	25	38	58	38	98	60	51	76	68	4	2	3	3	6	1	7	1	8	4	1	2	4	2	4	4	2	7	4	2	3	1	1	0	3	1	1	6	8	0	0	1	4	1	1	0	2	1	2	0	1	0	0	1	2	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	2	0	1	7	2	5	0	0	4	1	1	0	1	3	0	4	2	1	1	3	1	1	2	8	6	4	8	3	11	14	3	5	4	4	3	2	1	3	4	2	3	1	3	3	2	1	0	1	1	7	6	3	6	7	11	6	6	18	16	13	21	28	16	26	18	19	2	1	0	3	1	5	4	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	2	0	1	1	2	0	1	2	1	0	0	0	0	0	1	0	1	2	1	1	0	1	3	3	2	0	2	2	4	6	4	1	2	0	1	1	4	0	0	3	2	1	2	3	3	0	1	0	2	2	1	2	0	1	0	1	0	2
