	SampleID	Phylum	RA	TreatmentID	Site	Sitetre	Treatment	Soiltype	ComTreament	Comparts	SiteCom	Maize.variety	Growing.day
6675	RECCLNPKM3	Alphaproteobacteria	14.24	NPKM6	CC	CCLNPKM	NPKM	BSA	RECCLNPKM	RE	CCRE	LY66	115d
6676	RECCLNPKM3	Gammaproteobacteria	35.76	NPKM6	CC	CCLNPKM	NPKM	BSA	RECCLNPKM	RE	CCRE	LY66	115d
6677	RECCLNPKM3	unclassified	21.86	NPKM6	CC	CCLNPKM	NPKM	BSA	RECCLNPKM	RE	CCRE	LY66	115d
6678	RECCLNPKM3	Others	0.92	NPKM6	CC	CCLNPKM	NPKM	BSA	RECCLNPKM	RE	CCRE	LY66	115d
6679	RECCSCK1	Abditibacteriota	0	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6680	RECCSCK1	Acidobacteriota	0.05	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6681	RECCSCK1	Actinobacteriota	18.07	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6682	RECCSCK1	Bacteroidota	0.19	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6683	RECCSCK1	Chloroflexi	0.89	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6684	RECCSCK1	Deinococcota	0	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6685	RECCSCK1	Firmicutes	0.2	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6686	RECCSCK1	Gemmatimonadota	0.09	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6687	RECCSCK1	Myxococcota	1.62	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6688	RECCSCK1	Nitrospirota	0.02	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6689	RECCSCK1	Alphaproteobacteria	3.73	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6690	RECCSCK1	Gammaproteobacteria	15.37	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6691	RECCSCK1	unclassified	59.5	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6692	RECCSCK1	Others	0.27	CK1	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6693	RECCSCK2	Abditibacteriota	0	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6694	RECCSCK2	Acidobacteriota	0.08	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6695	RECCSCK2	Actinobacteriota	12.78	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6696	RECCSCK2	Bacteroidota	0.21	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6697	RECCSCK2	Chloroflexi	2.39	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6698	RECCSCK2	Deinococcota	0	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6699	RECCSCK2	Firmicutes	0.25	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6700	RECCSCK2	Gemmatimonadota	0.1	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6701	RECCSCK2	Myxococcota	0.74	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6702	RECCSCK2	Nitrospirota	0.02	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6703	RECCSCK2	Alphaproteobacteria	2.12	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6704	RECCSCK2	Gammaproteobacteria	25.02	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6705	RECCSCK2	unclassified	55.91	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6706	RECCSCK2	Others	0.36	CK2	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6707	RECCSCK3	Abditibacteriota	0.01	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6708	RECCSCK3	Acidobacteriota	0.71	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6709	RECCSCK3	Actinobacteriota	35.62	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6710	RECCSCK3	Bacteroidota	1.34	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6711	RECCSCK3	Chloroflexi	3.09	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6712	RECCSCK3	Deinococcota	0	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6713	RECCSCK3	Firmicutes	0.36	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6714	RECCSCK3	Gemmatimonadota	0.11	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6715	RECCSCK3	Myxococcota	1.24	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6716	RECCSCK3	Nitrospirota	0.02	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6717	RECCSCK3	Alphaproteobacteria	24.14	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6718	RECCSCK3	Gammaproteobacteria	20.14	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6719	RECCSCK3	unclassified	12.4	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6720	RECCSCK3	Others	0.81	CK3	CC	CCSCK	CK	BSA	RECCSCK	RE	CCRE	LY66	115d
6721	RECCSNPK1	Abditibacteriota	0.01	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6722	RECCSNPK1	Acidobacteriota	0.15	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6723	RECCSNPK1	Actinobacteriota	27.34	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6724	RECCSNPK1	Bacteroidota	0.72	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6725	RECCSNPK1	Chloroflexi	1.71	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6726	RECCSNPK1	Deinococcota	0.01	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6727	RECCSNPK1	Firmicutes	0.32	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6728	RECCSNPK1	Gemmatimonadota	0.12	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6729	RECCSNPK1	Myxococcota	0.89	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6730	RECCSNPK1	Nitrospirota	0.01	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6731	RECCSNPK1	Alphaproteobacteria	7.9	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6732	RECCSNPK1	Gammaproteobacteria	48.5	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6733	RECCSNPK1	unclassified	11	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6734	RECCSNPK1	Others	1.32	NPK1	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6735	RECCSNPK2	Abditibacteriota	0	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6736	RECCSNPK2	Acidobacteriota	0.15	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6737	RECCSNPK2	Actinobacteriota	14.34	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6738	RECCSNPK2	Bacteroidota	0.21	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6739	RECCSNPK2	Chloroflexi	1.14	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6740	RECCSNPK2	Deinococcota	0.01	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6741	RECCSNPK2	Firmicutes	0.31	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6742	RECCSNPK2	Gemmatimonadota	0.12	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6743	RECCSNPK2	Myxococcota	0.81	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6744	RECCSNPK2	Nitrospirota	0.01	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6745	RECCSNPK2	Alphaproteobacteria	17.44	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6746	RECCSNPK2	Gammaproteobacteria	28.39	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6747	RECCSNPK2	unclassified	36.43	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6748	RECCSNPK2	Others	0.62	NPK2	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6749	RECCSNPK3	Abditibacteriota	0.01	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6750	RECCSNPK3	Acidobacteriota	0.14	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6751	RECCSNPK3	Actinobacteriota	10.26	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6752	RECCSNPK3	Bacteroidota	0.24	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6753	RECCSNPK3	Chloroflexi	1.11	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6754	RECCSNPK3	Deinococcota	0.01	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6755	RECCSNPK3	Firmicutes	0.2	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6756	RECCSNPK3	Gemmatimonadota	0.1	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6757	RECCSNPK3	Myxococcota	0.94	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6758	RECCSNPK3	Nitrospirota	0.01	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6759	RECCSNPK3	Alphaproteobacteria	14.69	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6760	RECCSNPK3	Gammaproteobacteria	29.4	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6761	RECCSNPK3	unclassified	42.22	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6762	RECCSNPK3	Others	0.68	NPK3	CC	CCSNPK	NPK	BSA	RECCSNPK	RE	CCRE	LY66	115d
6763	RECCSNPKM1	Abditibacteriota	0.02	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6764	RECCSNPKM1	Acidobacteriota	0.23	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6765	RECCSNPKM1	Actinobacteriota	20.09	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6766	RECCSNPKM1	Bacteroidota	2.17	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6767	RECCSNPKM1	Chloroflexi	2.01	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6768	RECCSNPKM1	Deinococcota	0.01	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6769	RECCSNPKM1	Firmicutes	0.53	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6770	RECCSNPKM1	Gemmatimonadota	0.26	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6771	RECCSNPKM1	Myxococcota	6.23	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6772	RECCSNPKM1	Nitrospirota	0.02	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6773	RECCSNPKM1	Alphaproteobacteria	8.49	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6774	RECCSNPKM1	Gammaproteobacteria	13.46	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6775	RECCSNPKM1	unclassified	45.59	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6776	RECCSNPKM1	Others	0.9	NPKM1	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6777	RECCSNPKM2	Abditibacteriota	0.01	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6778	RECCSNPKM2	Acidobacteriota	0.23	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6779	RECCSNPKM2	Actinobacteriota	17.4	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6780	RECCSNPKM2	Bacteroidota	3.91	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6781	RECCSNPKM2	Chloroflexi	0.85	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6782	RECCSNPKM2	Deinococcota	0.01	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6783	RECCSNPKM2	Firmicutes	0.36	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6784	RECCSNPKM2	Gemmatimonadota	0.15	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6785	RECCSNPKM2	Myxococcota	0.7	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6786	RECCSNPKM2	Nitrospirota	0.01	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6787	RECCSNPKM2	Alphaproteobacteria	11.36	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6788	RECCSNPKM2	Gammaproteobacteria	45.19	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6789	RECCSNPKM2	unclassified	19.12	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6790	RECCSNPKM2	Others	0.69	NPKM2	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6791	RECCSNPKM3	Abditibacteriota	0.01	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6792	RECCSNPKM3	Acidobacteriota	0.31	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6793	RECCSNPKM3	Actinobacteriota	8.45	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6794	RECCSNPKM3	Bacteroidota	0.53	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6795	RECCSNPKM3	Chloroflexi	0.43	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6796	RECCSNPKM3	Deinococcota	0	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6797	RECCSNPKM3	Firmicutes	0.25	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6798	RECCSNPKM3	Gemmatimonadota	0.06	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6799	RECCSNPKM3	Myxococcota	0.63	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6800	RECCSNPKM3	Nitrospirota	0.01	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6801	RECCSNPKM3	Alphaproteobacteria	10.93	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6802	RECCSNPKM3	Gammaproteobacteria	61.76	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6803	RECCSNPKM3	unclassified	16.19	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6804	RECCSNPKM3	Others	0.44	NPKM3	CC	CCSNPKM	NPKM	BSA	RECCSNPKM	RE	CCRE	LY66	115d
6805	REHLLCK1	Abditibacteriota	0.01	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6806	REHLLCK1	Acidobacteriota	0.46	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6807	REHLLCK1	Actinobacteriota	11.17	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6808	REHLLCK1	Bacteroidota	0.28	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6809	REHLLCK1	Chloroflexi	3.34	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6810	REHLLCK1	Deinococcota	0	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6811	REHLLCK1	Firmicutes	0.44	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6812	REHLLCK1	Gemmatimonadota	0.16	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6813	REHLLCK1	Myxococcota	1.51	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6814	REHLLCK1	Nitrospirota	0	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6815	REHLLCK1	Alphaproteobacteria	9.44	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6816	REHLLCK1	Gammaproteobacteria	70.2	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6817	REHLLCK1	unclassified	1.53	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6818	REHLLCK1	Others	1.46	CK4	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6819	REHLLCK2	Abditibacteriota	0.01	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6820	REHLLCK2	Acidobacteriota	0.6	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6821	REHLLCK2	Actinobacteriota	10.52	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6822	REHLLCK2	Bacteroidota	0.14	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6823	REHLLCK2	Chloroflexi	2.52	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6824	REHLLCK2	Deinococcota	0.05	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6825	REHLLCK2	Firmicutes	0.47	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6826	REHLLCK2	Gemmatimonadota	0.19	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6827	REHLLCK2	Myxococcota	0.96	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6828	REHLLCK2	Nitrospirota	0.02	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6829	REHLLCK2	Alphaproteobacteria	10.6	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6830	REHLLCK2	Gammaproteobacteria	71.53	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6831	REHLLCK2	unclassified	1.32	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6832	REHLLCK2	Others	1.07	CK5	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6833	REHLLCK3	Abditibacteriota	0	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6834	REHLLCK3	Acidobacteriota	0.54	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6835	REHLLCK3	Actinobacteriota	10.49	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6836	REHLLCK3	Bacteroidota	0.45	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6837	REHLLCK3	Chloroflexi	4.36	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6838	REHLLCK3	Deinococcota	0	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6839	REHLLCK3	Firmicutes	0.68	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6840	REHLLCK3	Gemmatimonadota	0.11	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6841	REHLLCK3	Myxococcota	0.89	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6842	REHLLCK3	Nitrospirota	0.01	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6843	REHLLCK3	Alphaproteobacteria	10.07	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6844	REHLLCK3	Gammaproteobacteria	69.49	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6845	REHLLCK3	unclassified	1.85	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6846	REHLLCK3	Others	1.07	CK6	HL	HLLCK	CK	BSA	REHLLCK	RE	HLRE	KW6	102d
6847	REHLLNPK1	Abditibacteriota	0	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6848	REHLLNPK1	Acidobacteriota	0.64	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6849	REHLLNPK1	Actinobacteriota	8.99	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6850	REHLLNPK1	Bacteroidota	0.23	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6851	REHLLNPK1	Chloroflexi	1.5	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6852	REHLLNPK1	Deinococcota	0.02	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6853	REHLLNPK1	Firmicutes	0.61	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6854	REHLLNPK1	Gemmatimonadota	0.17	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6855	REHLLNPK1	Myxococcota	0.87	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6856	REHLLNPK1	Nitrospirota	0.03	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6857	REHLLNPK1	Alphaproteobacteria	10.89	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6858	REHLLNPK1	Gammaproteobacteria	73.07	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6859	REHLLNPK1	unclassified	1.79	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6860	REHLLNPK1	Others	1.21	NPK4	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6861	REHLLNPK2	Abditibacteriota	0	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6862	REHLLNPK2	Acidobacteriota	0.56	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6863	REHLLNPK2	Actinobacteriota	8.5	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6864	REHLLNPK2	Bacteroidota	0.31	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6865	REHLLNPK2	Chloroflexi	1.46	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6866	REHLLNPK2	Deinococcota	0.01	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6867	REHLLNPK2	Firmicutes	0.54	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6868	REHLLNPK2	Gemmatimonadota	0.09	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6869	REHLLNPK2	Myxococcota	0.67	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6870	REHLLNPK2	Nitrospirota	0.01	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6871	REHLLNPK2	Alphaproteobacteria	11.6	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6872	REHLLNPK2	Gammaproteobacteria	73.45	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6873	REHLLNPK2	unclassified	1.53	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6874	REHLLNPK2	Others	1.26	NPK5	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6875	REHLLNPK3	Abditibacteriota	0	NPK6	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
6876	REHLLNPK3	Acidobacteriota	0.58	NPK6	HL	HLLNPK	NPK	BSA	REHLLNPK	RE	HLRE	KW6	102d
